

basicmath_small 0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 6
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,457
Data L2 Total Read,1082
Data L2 Write,180
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11971
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 7
Data L1 Read,1011
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,241
Data L2 Total Read,1011
Data L2 Write,134
Data L2 Total Write,364
Instruction L1,11943
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11943
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 8
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,734
Data L2 Total Read,1082
Data L2 Write,193
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,6501
Instruction L2 Total,11971
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 9
Data L1 Read,3274
Data L1 Total Read,6.83317e+07
Data L1 Write,23641
Data L1 Total Write,6.15336e+07
Data L2 Read,443
Data L2 Total Read,3274
Data L2 Write,245
Data L2 Total Write,1920
Instruction L1,288961
Instruction L1 Total,5.39993e+08
Instruction L2,189495
Instruction L2 Total,288961
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
